,keyword,count
2945,bewusst,33
2946,aufnahme,33
2947,bauern,33
2948,ethikrat,33
2949,frieden,33
2950,bedarf,33
2951,bedrohung,33
2952,bahnen,33
2953,abbauen,33
2954,olympisch,33
2955,japans,33
2956,ungerecht,33
2957,strecken,33
2958,fenster,33
2959,ärgern,33
2960,zustände,33
2961,zielen,33
2962,wettbewerb,33
2963,georg,33
2964,verschwörungstheoretiker,33
2965,verdächtigen,33
2966,mutieren,33
2967,krankheiten,33
2968,unbekannt,33
2969,finanzierung,33
2970,trauer,33
2971,spritzen,33
2972,steuerzahler,33
2973,versetzen,33
2974,frühling,33
2975,zurücktreten,33
2976,anwälte,33
2977,medikament,33
2978,himmel,33
2979,debatten,33
2980,wechseln,33
2981,verlässt,33
2982,musk,33
2983,teilnehmern,33
2984,konzepte,33
2985,wucht,33
2986,lehrkräfte,33
2987,franziska,33
2988,street,33
2989,nase,33
2990,max,33
2991,auszahlen,33
2992,einzelhändler,33
2993,karneval,33
2994,präparat,33
2995,serbien,33
2996,börsen,33
2997,corona-winter,33
2998,pence,33
2999,frankfurts,33
3000,mieter,32
3001,zoo,32
3002,bundesweite,32
3003,bewahren,32
3004,einmalig,32
3005,dorf,32
3006,vermissen,32
3007,eingehen,32
3008,gedanken,32
3009,pflegeheim,32
3010,technisch,32
3011,offensichtlich,32
3012,kanzleramtschef,32
3013,rechts,32
3014,stolz,32
3015,pompeo,32
3016,ansturm,32
3017,julia,32
3018,allianz,32
3019,wiederwahl,32
3020,nachteile,32
3021,falle,32
3022,bau,32
3023,reihen,32
3024,todesopfer,32
3025,irak,32
3026,arbeitslosenquote,32
3027,erntehelfer,32
3028,vorschriften,32
3029,aufschwung,32
3030,betrieben,32
3031,szene,32
3032,getroffen,32
3033,nämlich,32
3034,filialen,32
3035,disziplin,32
3036,umsetzung,32
3037,vernünftig,32
3038,50000,32
3039,unfall,32
3040,mord,32
3041,auszeichnen,32
3042,wahren,32
3043,misstrauen,32
3044,durcheinander,32
3045,40000,32
3046,werten,32
3047,italiener,32
3048,schäden,32
3049,hinterher,32
3050,vorstandschef,32
3051,demos,32
3052,weiten,32
3053,klasse,32
3054,heilig,32
3055,regulär,32
3056,schulöffnungen,32
3057,indisch,32
3058,mobilisieren,32
3059,floyd,32
3060,gebäude,32
3061,straftaten,32
3062,gastgewerbe,32
3063,konkurrenten,32
3064,klinisch,32
3065,friedlich,32
3066,charles,32
3067,kamala,32
3068,jahreszeit,32
3069,löw,32
3070,mutation,32
3071,sachsenanhalt,32
3072,it,31
3073,lahmlegen,31
3074,dunkelziffer,31
3075,kontaktverbot,31
3076,angeschlagen,31
3077,landesweit,31
3078,posten,31
3079,filme,31
3080,eurozone,31
3081,wünsche,31
3082,bundesrepublik,31
3083,hinten,31
3084,beatmungsgeräte,31
3085,mitglied,31
3086,ursprung,31
3087,herdenimmunität,31
3088,bundespolizei,31
3089,luxemburg,31
3090,westlich,31
3091,radfahrer,31
3092,berufen,31
3093,inseln,31
3094,wettlauf,31
3095,notbremse,31
3096,brennen,31
3097,virtuellen,31
3098,lasst,31
3099,anti-corona-maßnahmen,31
3100,garen,31
3101,anordnen,31
3102,neuartig,31
3103,leopoldina,31
3104,absurd,31
3105,museum,31
3106,karstadt,31
3107,anmelden,31
3108,teams,31
3109,auseinander,31
3110,akzeptanz,31
3111,begehren,31
3112,ansagen,31
3113,osteuropa,31
3114,singapur,31
3115,ministerium,31
3116,prekär,31
3117,böse,31
3118,prinz,31
3119,schulbetrieb,31
3120,gießen,31
3121,konzerte,31
3122,handelsabkommen,31
3123,ewig,31
3124,akut,31
3125,rki-chef,31
3126,mitunter,31
3127,flexibel,31
3128,konjunkturprogramm,31
3129,korruption,31
3130,zögern,31
3131,bundeskanzler,31
3132,ton,31
3133,band,31
3134,stemmen,31
3135,jahrelang,31
3136,flugzeuge,31
3137,migration,31
3138,wegfallen,31
3139,georgia,31
3140,schlachthöfen,31
3141,export,31
3142,verfassung,31
3143,behalten,31
3144,schlachthof,31
3145,gründer,31
3146,b,31
3147,flugverkehr,31
3148,ausgaben,31
3149,spanisch,31
3150,irland,31
3151,mehrwertsteuersenkung,31
3152,mild,31
3153,bußgeld,31
3154,haken,31
3155,risikogebiete,31
3156,blockade,31
3157,dreyer,31
3158,start-up,31
3159,’,31
3160,b117,31
3161,impfreihenfolge,31
3162,coronafolgen,31
3163,sportler,31
3164,dfb,31
3165,panik,30
3166,germany,30
3167,strengen,30
3168,main,30
3169,zunehmend,30
3170,weltkrieg,30
3171,notfalls,30
3172,cafés,30
3173,ausweg,30
3174,instagram,30
3175,erben,30
3176,beinahe,30
3177,nutzung,30
3178,löschen,30
3179,angehen,30
3180,finanzhilfen,30
3181,ägypten,30
3182,hinterlassen,30
3183,rote,30
3184,fakten,30
3185,wald,30
3186,zimmer,30
3187,nord,30
3188,podcast-update,30
3189,männern,30
3190,wirklichkeit,30
3191,einigkeit,30
3192,studium,30
3193,einschränkung,30
3194,enthalten,30
3195,corona-ausbruchs,30
3196,einreisend,30
3197,erschüttern,30
3198,festlegen,30
3199,vermelden,30
3200,bündnis,30
3201,polens,30
3202,arbeitslosenhilfe,30
3203,thüringens,30
3204,trost,30
3205,unsichtbar,30
3206,jeweils,30
3207,riskant,30
3208,mindestlohn,30
3209,gebeten,30
3210,grundrente,30
3211,corona-bekämpfung,30
3212,täter,30
3213,büros,30
3214,absehbar,30
3215,blut,30
3216,verzögerungen,30
3217,ankündigung,30
3218,schränken,30
3219,streben,30
3220,first,30
3221,schöne,30
3222,innensenator,30
3223,konsequent,30
3224,manager,30
3225,infektionsfälle,30
3226,sozialdemokraten,30
3227,beiträge,30
3228,unterzeichnen,30
3229,mannschaft,30
3230,warnungen,30
3231,start-ups,30
3232,mund-nasen-schutz,30
3233,tegel,30
3234,angriffe,30
3235,brinkhaus,30
3236,illegale,30
3237,ergebnissen,30
3238,32,30
3239,karte,30
3240,ukraine,30
3241,marburg,30
3242,rki-präsident,30
3243,stadien,30
3244,900,30
3245,landtagswahl,30
3246,britisch-schwedischen,30
3247,nüßlein,30
3248,landtagswahlen,30
3249,notenbank,30
3250,liverpool,30
3251,coronatest,30
3252,coronalockdown,30
3253,coronawelle,30
3254,unten,29
3255,sofortig,29
3256,verschulden,29
3257,nirgendwo,29
3258,drinnen,29
3259,verrücken,29
3260,insolvenzen,29
3261,vertreten,29
3262,schlafen,29
3263,historiker,29
3264,einrichten,29
3265,verwaltung,29
3266,ausbrechen,29
3267,neuesten,29
3268,respekt,29
3269,2008,29
3270,anfangs,29
3271,susanne,29
3272,mehrfach,29
3273,beteiligung,29
3274,eindringlich,29
3275,willkommen,29
3276,oliver,29
3277,gemeinschaft,29
3278,landwirtschaft,29
3279,belastungen,29
3280,see,29
3281,umfang,29
3282,park,29
3283,psychologin,29
3284,gesundheitsämtern,29
3285,ausbau,29
3286,lenken,29
3287,gott,29
3288,herzen,29
3289,ordnung,29
3290,explodieren,29
3291,schrecken,29
3292,jenseits,29
3293,2017,29
3294,gesetze,29
3295,erfüllen,29
3296,kontaktpersonen,29
3297,vorhanden,29
3298,medienberichten,29
3299,st,29
3300,änderung,29
3301,bedingt,29
3302,missbrauch,29
3303,generell,29
3304,negative,29
3305,aktienkurse,29
3306,heimisch,29
3307,extremisten,29
3308,pandemien,29
3309,querdenken,29
3310,verkehrsminister,29
3311,demonstrierend,29
3312,entschuldigen,29
3313,1200,29
3314,ard,29
3315,corona-verordnungen,29
3316,repräsentantenhaus,29
3317,mangeln,29
3318,scheidend,29
3319,botschafter,29
3320,boeing,29
3321,130,29
3322,massentests,29
3323,rundfunkbeitrag,29
3324,verbände,29
3325,panne,29
3326,kim,29
3327,selbsttests,29
3328,auslandspodcast,29
3329,coronaimpfungen,29
3330,unis,28
3331,on,28
3332,crisis,28
3333,erkrankungen,28
3334,mitgliedstaaten,28
3335,ungewiß,28
3336,fake,28
3337,nato,28
3338,vermeintlich,28
3339,42,28
3340,metropole,28
3341,emotional,28
3342,mehren,28
3343,coronavirus-fälle,28
3344,freundin,28
3345,perfekt,28
3346,weise,28
3347,prüfungen,28
3348,shutdowns,28
3349,anleihen,28
3350,offizielle,28
3351,überlasten,28
3352,symbol,28
3353,väter,28
3354,notwendige,28
3355,vorschlagen,28
3356,hacker,28
3357,polizist,28
3358,überraschung,28
3359,humanitär,28
3360,krisenzeiten,28
3361,durchführen,28
3362,militär,28
3363,waffen,28
3364,12000,28
3365,club,28
3366,gesellschaftliche,28
3367,hannover,28
3368,überwachung,28
3369,globalisierung,28
3370,beispielsweise,28
3371,veränderung,28
3372,verspielen,28
3373,ausbauen,28
3374,engpässe,28
3375,nordkorea,28
3376,moralisch,28
3377,prinzip,28
3378,rad,28
3379,unruhen,28
3380,mitarbeiterinnen,28
3381,corona-situation,28
3382,schicksal,28
3383,herum,28
3384,schlag,28
3385,cdu-politiker,28
3386,passen,28
3387,rekordhoch,28
3388,klassen,28
3389,versäumnisse,28
3390,abhängen,28
3391,staatshilfe,28
3392,genehmigung,28
3393,vergehen,28
3394,airline,28
3395,stream,28
3396,pünktlich,28
3397,album,28
3398,rekordwert,28
3399,software,28
3400,sap,28
3401,keller,28
3402,fliehen,28
3403,aggressiv,28
3404,herstellern,28
3405,umsätze,28
3406,ausgleichen,28
3407,zurücknehmen,28
3408,asien,28
3409,hildmann,28
3410,agenda,28
3411,stagnieren,28
3412,auffallen,28
3413,boomen,28
3414,klöckner,28
3415,übertreffen,28
3416,verheerend,28
3417,landrat,28
3418,kölner,28
3419,tour,28
3420,manuel,28
3421,impfstoffverteilung,28
3422,heiligabend,28
3423,nächtliche,28
3424,myanmar,28
3425,mutationen,28
3426,zverev,28
3427,nachts,27
3428,no,27
3429,i,27
3430,krisenmanager,27
3431,beruhigen,27
3432,corona-risikogebieten,27
3433,froh,27
3434,corona-krisenmanagement,27
3435,kurzarbeiter,27
3436,zuschüsse,27
3437,fahrer,27
3438,prominent,27
3439,irgendwie,27
3440,schock,27
3441,oma,27
3442,social,27
3443,ungewiss,27
3444,frust,27
3445,ökonom,27
3446,heim,27
3447,klimaziele,27
3448,prioritäten,27
3449,pendler,27
3450,allmählich,27
3451,iv,27
3452,tiefe,27
3453,ängste,27
3454,bildschirm,27
3455,are,27
3456,verfügen,27
3457,angebote,27
3458,preisen,27
3459,erzieher,27
3460,terror,27
3461,angepasst,27
3462,hochfahren,27
3463,abitur,27
3464,gang,27
3465,festival,27
3466,pflegeheime,27
3467,musiker,27
3468,netzwerk,27
3469,saudi-arabien,27
3470,bestreiten,27
3471,familienministerin,27
3472,gabriel,27
3473,weich,27
3474,schwören,27
3475,rechtsstaatlichkeit,27
3476,kaufhof,27
3477,fonds,27
3478,heutig,27
3479,adidas,27
3480,großstädte,27
3481,spannen,27
3482,fit,27
3483,beherrschen,27
3484,feind,27
3485,verwaltungsgericht,27
3486,aufhebung,27
3487,experiment,27
3488,anwendung,27
3489,sehnen,27
3490,garantieren,27
3491,politikern,27
3492,aushalten,27
3493,ungleich,27
3494,paul,27
3495,spielraum,27
3496,infektionsketten,27
3497,verstoß,27
3498,ablaufen,27
3499,konkrete,27
3500,infektionsrisiko,27
3501,kfw,27
3502,erforderlich,27
3503,tiefpunkt,27
3504,ernten,27
3505,ausweitung,27
3506,mindestabstand,27
3507,engagement,27
3508,baldige,27
3509,ministerpräsidentin,27
3510,elon,27
3511,hygienekonzept,27
3512,fahrrad,27
3513,frühestens,27
3514,niemals,27
3515,schlachtbetrieb,27
3516,fluggesellschaften,27
3517,beschlussvorlage,27
3518,gates,27
3519,dutzend,27
3520,aussichten,27
3521,landkreisen,27
3522,immunität,27
3523,kontoauszug,27
3524,rutte,27
3525,bevorzugen,27
3526,biotechunternehmen,27
3527,charité,27
3528,corona-leugnern,27
3529,skigebiete,27
3530,nationalspieler,27
3531,bundestrainer,27
3532,bewirken,26
3533,neuverschuldung,26
3534,positionen,26
3535,einladen,26
3536,rente,26
3537,einwohnern,26
3538,corona-bedingten,26
3539,provinz,26
3540,langeweile,26
3541,solidarisch,26
3542,benutzen,26
3543,föderalismus,26
3544,seltsam,26
3545,erwischen,26
3546,siegen,26
3547,tv-duell,26
3548,erliegen,26
3549,modelle,26
3550,erledigen,26
3551,namens,26
3552,kapital,26
3553,präsidentschaftskandidat,26
3554,oberste,26
3555,eingreifen,26
3556,populismus,26
3557,gewählt,26
3558,diktatur,26
3559,show,26
3560,seele,26
3561,matthias,26
3562,dramatische,26
3563,begreifen,26
3564,kapazitäten,26
3565,haltung,26
3566,wiedereröffnung,26
3567,intern,26
3568,bonus,26
3569,schrecklich,26
3570,artikel,26
3571,vorstellung,26
3572,rechtsstaat,26
3573,altenheim,26
3574,erleiden,26
3575,wiederaufbaufonds,26
3576,zwangspause,26
3577,lehrern,26
3578,videos,26
3579,antisemitismus,26
3580,parks,26
3581,120,26
3582,gelegenheit,26
3583,außen,26
3584,mobilität,26
3585,ausblick,26
3586,barcelona,26
3587,bewusstsein,26
3588,konferenz,26
3589,spahns,26
3590,eskalation,26
3591,abschluss,26
3592,anmessen,26
3593,lieferengpässe,26
3594,europe,26
3595,vorgänger,26
3596,annegret,26
3597,mutig,26
3598,kundgebungen,26
3599,energie,26
3600,ryanair,26
3601,ausbleiben,26
3602,baerbock,26
3603,strände,26
3604,verantworten,26
3605,präsidentin,26
3606,neuartige,26
3607,attacke,26
3608,schleichen,26
3609,austreten,26
3610,verträge,26
3611,daniel,26
3612,skepsis,26
3613,entwurf,26
3614,66,26
3615,profis,26
3616,intensiv,26
3617,wertvoll,26
3618,delegieren,26
3619,küren,26
3620,gebühren,26
3621,500000,26
3622,verringern,26
3623,alkoholverbot,26
3624,gesundheitsministerin,26
3625,probanden,26
3626,realistisch,26
3627,melania,26
3628,warnstufe,26
3629,impfplan,26
3630,usregierung,26
3631,klose,26
